# MTU(Bytes) Avg(Mbps) Min(Mbps) Max(Mbps) StdDev
316 91,00 91,00 91,00 0,00
416 91,00 91,00 91,00 0,00
516 89,50 78,00 91,00 3,88
616 91,00 91,00 91,00 0,00
716 90,90 90,00 91,00 0,30
816 91,00 91,00 91,00 0,00
916 90,90 90,00 91,00 0,30
1016 89,70 78,00 91,00 3,90
1116 91,00 91,00 91,00 0,00
1216 91,00 91,00 91,00 0,00
1316 91,40 91,00 92,00 0,49
1416 92,00 92,00 92,00 0,00
