utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,IsFullTracking,SvPositionEcefXMeters,SvPositionEcefYMeters,SvPositionEcefZMeters,SvVelocityEcefXMetersPerSecond,SvVelocityEcefYMetersPerSecond,SvVelocityEcefZMetersPerSecond,SvClockBiasMeters,SvClockDriftMetersPerSecond,KlobucharAlpha0,KlobucharAlpha1,KlobucharAlpha2,KlobucharAlpha3,KlobucharBeta0,KlobucharBeta1,KlobucharBeta2,KlobucharBeta3
1774081822999,33299494044,18,,-1458117007700505856,0.0,10.400489807128906,,,0,31,0.0,15,549040922093526,10,46.0,-445.147705078125,0.05948840081691742,17,-3608.7537599005445,0.13721108436584473,1575420000,,,,0,,1,6.5,41.0,0.0,0.0,0.0,0.0,C,307823358813230,,2167443.337929651,-15701949.543639382,20981243.586391028,2448.238366979577,1228.7505738120171,688.0572606258426,-48059.781045854244,-0.0003216011609765701,0.000000016763806343078613,0.000000007450580596923828,-0.00000011920928955078125,0.0,110592.0,0.0,-262144.0,0.0
1774081822999,33299494044,18,,-1458117007700505856,0.0,10.400489807128906,,,0,28,0.0,15,549040928840106,10,46.29999923706055,-200.9173583984375,0.058627303689718246,19,-7060.527866234072,0.13660219311714172,1575420000,,,,0,,1,6.5,41.29999923706055,0.0,0.0,0.0,0.0,C,307823358813230,,12129113.27345093,-10545907.144443061,21151779.840630397,2394.2310234817946,1215.5882258680206,-764.8179668717515,-171943.89307227012,0.0024351251195184886,0.000000016763806343078613,0.000000007450580596923828,-0.00000011920928955078125,0.0,110592.0,0.0,-262144.0,0.0
1774081822999,33299494044,18,,-1458117007700505856,0.0,10.400489807128906,,,0,32,0.0,15,549040921885715,10,45.29999923706055,642.537841796875,0.06157294288277626,17,20419.386517329025,0.13868506252765656,1575420000,,,,0,,1,6.5,40.29999923706055,0.0,0.0,0.0,0.0,C,307823358813230,,20453255.553588383,-16470227.122110322,3525107.7380539062,495.76948770762294,-4.420695672998406,-3160.894981041987,-11434.210251684954,0.005410672369180247,0.000000016763806343078613,0.000000007450580596923828,-0.00000011920928955078125,0.0,110592.0,0.0,-262144.0,0.0
1774081822999,33299494044,18,,-1458117007700505856,0.0,10.400489807128906,,,0,29,0.0,15,549040931385270,10,44.900001525878906,-57.41938781738281,0.0628136694431305,17,-5303.695691021858,0.13956238329410553,1575420000,,,,0,,1,6.5,39.900001525878906,0.0,0.0,0.0,0.0,C,307823358813230,,22226499.95447975,-578750.3060663771,14601326.016749535,-1530.119766601939,1068.0163647550603,2349.412457881079,-106462.52820132142,0.002224417417892255,0.000000016763806343078613,0.000000007450580596923828,-0.00000011920928955078125,0.0,110592.0,0.0,-262144.0,0.0
1774081822999,33299494044,18,,-1458117007700505856,0.0,10.400489807128906,,,0,26,0.0,15,549040917477292,10,43.5,-453.8903503417969,0.06746499985456467,25,-5884.217440547247,0.04770450294017792,1575420000,,,,0,,1,6.5,38.5,0.0,0.0,0.0,0.0,C,307823358813230,,5285354.390690469,-22963169.21224893,11615537.85718933,583.9588070948311,1462.076079619928,2612.44580889756,-102918.65521249325,-0.002639546975842677,0.000000016763806343078613,0.000000007450580596923828,-0.00000011920928955078125,0.0,110592.0,0.0,-262144.0,0.0
1774081822999,33299494044,18,,-1458117007700505856,0.0,10.400489807128906,,,0,25,0.0,15,549040933316467,10,43.20000076293945,313.091552734375,0.06852881610393524,19,9023.26837915217,0.14360356330871582,1575420000,,,,0,,1,6.5,38.20000076293945,0.0,0.0,0.0,0.0,C,307823358813230,,15206619.252329713,6678613.516980269,20391533.933616467,114.72402870325993,2675.347693111277,-919.5549063009049,130641.47659714278,-0.00177873951906804,0.000000016763806343078613,0.000000007450580596923828,-0.00000011920928955078125,0.0,110592.0,0.0,-262144.0,0.0
1774081822999,33299494044,18,,-1458117007700505856,0.0,10.400489807128906,,,0,12,0.0,15,549040925250625,11,40.20000076293945,674.06005859375,0.08070763945579529,16,0.0,0.057068370282649994,1575420000,,,,0,,1,6.5,35.20000076293945,0.0,0.0,0.0,0.0,C,307823358813230,,9891962.846208273,19647784.115603857,14596474.01908427,-253.4217086625736,1900.418684924834,-2339.6578814782647,-182254.39572527728,-0.0006470149382948875,0.000000016763806343078613,0.000000007450580596923828,-0.00000011920928955078125,0.0,110592.0,0.0,-262144.0,0.0
1774081822999,33299494044,18,,-1458117007700505856,0.0,10.400489807128906,,,0,11,0.0,15,549040923109150,12,38.5,387.88531494140625,0.08910670876502991,19,12112.33734143735,0.1581541895866394,1575420000,,,,0,,1,6.5,33.5,0.0,0.0,0.0,0.0,C,307823358813230,,2497630.5385898147,17380535.532859515,20000896.9031375,-2248.9084177507857,-1153.325622180903,1279.399784633038,-119962.35453841789,0.004061243016622029,0.000000016763806343078613,0.000000007450580596923828,-0.00000011920928955078125,0.0,110592.0,0.0,-262144.0,0.0
1774081822999,33299494044,18,,-1458117007700505856,0.0,10.400489807128906,,,0,24,0.0,15,549040913779446,18,30.5,906.9522094726562,0.15378700196743011,16,0.0,0.10874278843402863,1575420000,,,,0,,1,6.5,25.5,0.0,0.0,0.0,0.0,C,307823358813230,,,,,,,,,,0.000000016763806343078613,0.000000007450580596923828,-0.00000011920928955078125,0.0,110592.0,0.0,-262144.0,0.0
1774081822999,33299494044,18,,-1458117007700505856,0.0,10.400489807128906,,,0,36,0.0,17,409279,10,48.29999923706055,0.0,0.05333646386861801,19,-8706.917038645595,0.037714213132858276,1561098000,,,,0,,5,6.5,43.29999923706055,0.0,0.0,0.0,0.0,P,307823358813230,,,,,,,,,,0.000000016763806343078613,0.000000007450580596923828,-0.00000011920928955078125,0.0,110592.0,0.0,-262144.0,0.0
