# 
# Header Description:
# 
# Version: v3.1.1.2 Platform: 8.1.0 Manufacturer: asus Model: ASUS_X00HD GNSS Hardware Model Name: 
# 
# Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,IsFullTracking,SvPositionEcefXMeters,SvPositionEcefYMeters,SvPositionEcefZMeters,SvVelocityEcefXMetersPerSecond,SvVelocityEcefYMetersPerSecond,SvVelocityEcefZMetersPerSecond,SvClockBiasMeters,SvClockDriftMetersPerSecond,KlobucharAlpha0,KlobucharAlpha1,KlobucharAlpha2,KlobucharAlpha3,KlobucharBeta0,KlobucharBeta1,KlobucharBeta2,KlobucharBeta3
# 
# UncalAccel,utcTimeMillis,elapsedRealtimeNanos,UncalAccelXMps2,UncalAccelYMps2,UncalAccelZMps2,BiasXMps2,BiasYMps2,BiasZMps2,CalibrationAccuracy
# 
# Accel,utcTimeMillis,elapsedRealtimeNanos,AccelXMps2,AccelYMps2,AccelZMps2,CalibrationAccuracy
# 
# UncalGyro,utcTimeMillis,elapsedRealtimeNanos,UncalGyroXRadPerSec,UncalGyroYRadPerSec,UncalGyroZRadPerSec,DriftXRadPerSec,DriftYRadPerSec,DriftZRadPerSec,CalibrationAccuracy
# 
# Gyro,utcTimeMillis,elapsedRealtimeNanos,GyroXRadPerSec,GyroYRadPerSec,GyroZRadPerSec,CalibrationAccuracy
# 
# UncalMag,utcTimeMillis,elapsedRealtimeNanos,UncalMagXMicroT,UncalMagYMicroT,UncalMagZMicroT,BiasXMicroT,BiasYMicroT,BiasZMicroT,CalibrationAccuracy
# 
# Mag,utcTimeMillis,elapsedRealtimeNanos,MagXMicroT,MagYMicroT,MagZMicroT,CalibrationAccuracy
# 
# Pressure,utcTimeMillis,elapsedRealtimeNanos,PressureHpa,CalibrationAccuracy
# 
# OrientationDeg,utcTimeMillis,elapsedRealtimeNanos,yawDeg,rollDeg,pitchDeg,CalibrationAccuracy
# 
# Fix,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters,MockLocation,NumberOfUsedSignals,VerticalSpeedAccuracyMps,SolutionType
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
# Status,UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
# 
# Agc,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,AgcDb,CarrierFrequencyHz,ConstellationType
# 
# GameRotationVector,utcTimeMillis,elapsedRealtimeNanos,x,y,z,w
# 
Status,1774443232000,32,18,3,5,,0.00,130.0,2.0,0,1,0,
Status,1774443232000,32,19,3,4,,0.00,87.0,21.0,0,1,0,
Status,1774443232000,32,20,5,8,,17.20,36.0,30.0,0,1,0,
Status,1774443232000,32,21,5,11,,22.70,324.0,75.0,1,1,1,
Status,1774443232000,32,22,5,12,,18.40,67.0,37.0,1,1,1,
Status,1774443232000,32,23,5,13,,18.10,47.0,37.0,1,1,1,
Status,1774443232000,32,24,5,21,,16.30,99.0,25.0,0,1,1,
Status,1774443232000,32,25,5,22,,18.40,46.0,17.0,1,1,1,
Status,1774443232000,32,26,5,23,,17.10,278.0,40.0,0,1,0,
Status,1774443232000,32,27,5,25,,13.80,213.0,33.0,0,1,0,
Status,1774443232000,32,28,5,2,,0.00,97.0,2.0,0,1,0,
Status,1774443232000,32,29,5,5,,0.00,118.0,17.0,0,1,0,
Status,1774443232000,32,30,2,123,,28.50,0.0,0.0,0,0,0,
Status,1774443232000,32,31,2,136,,30.90,0.0,0.0,0,0,0,
Fix,GPS,45.0646104300,7.6573503600,298.70465087890625,0.0,4.288,,1774443233000,0.3182766,,54437590423549,4.0,,,,
Fix,FLP,45.0646096000,7.6573504000,298.70465087890625,0.0,6.155,,1774443233000,,,54437590423549,4.0,,,,
Status,1774443233000,32,0,1,2,,15.30,243.0,10.0,0,1,0,
Status,1774443233000,32,1,1,7,,17.10,317.0,9.0,0,1,0,
Status,1774443233000,32,2,1,8,,18.00,293.0,28.0,1,1,1,
Status,1774443233000,32,3,1,10,,25.40,149.0,43.0,1,1,1,
Status,1774443233000,32,4,1,15,,15.20,52.0,7.0,0,1,0,
Status,1774443233000,32,5,1,16,,18.30,210.0,68.0,1,1,1,
Status,1774443233000,32,6,1,18,,19.20,53.0,35.0,1,1,1,
Status,1774443233000,32,7,1,23,,24.50,88.0,51.0,1,1,1,
Status,1774443233000,32,8,1,26,,14.00,178.0,38.0,1,1,1,
Status,1774443233000,32,9,1,27,,24.40,305.0,61.0,1,1,1,
Status,1774443233000,32,10,1,20,,0.00,30.0,2.0,0,1,0,
Status,1774443233000,32,11,3,10,,16.10,262.0,58.0,0,1,0,
Status,1774443233000,32,12,3,9,,16.90,195.0,32.0,0,1,0,
Status,1774443233000,32,13,3,11,,14.70,326.0,25.0,0,1,0,
Status,1774443233000,32,14,3,20,,18.30,296.0,61.0,0,1,0,
Status,1774443233000,32,15,3,19,,21.40,43.0,43.0,1,1,1,
Status,1774443233000,32,16,3,21,,16.80,260.0,20.0,0,1,0,
Status,1774443233000,32,17,3,3,,17.30,36.0,18.0,0,1,0,
Status,1774443233000,32,18,3,5,,0.00,130.0,2.0,0,1,0,
Status,1774443233000,32,19,3,4,,0.00,87.0,21.0,0,1,0,
Status,1774443233000,32,20,5,8,,17.20,36.0,30.0,0,1,0,
Status,1774443233000,32,21,5,11,,20.50,324.0,75.0,1,1,1,
Status,1774443233000,32,22,5,12,,18.00,67.0,37.0,1,1,1,
Status,1774443233000,32,23,5,13,,18.10,47.0,37.0,1,1,1,
Status,1774443233000,32,24,5,21,,16.30,99.0,25.0,0,1,1,
Status,1774443233000,32,25,5,22,,19.10,46.0,17.0,1,1,1,
Status,1774443233000,32,26,5,23,,17.10,278.0,40.0,0,1,0,
Status,1774443233000,32,27,5,25,,13.80,213.0,33.0,0,1,0,
Status,1774443233000,32,28,5,2,,0.00,97.0,2.0,0,1,0,
Status,1774443233000,32,29,5,5,,0.00,118.0,17.0,0,1,0,
Status,1774443233000,32,30,2,123,,28.50,0.0,0.0,0,0,0,
Status,1774443233000,32,31,2,136,,30.90,0.0,0.0,0,0,0,
Fix,GPS,45.0646103400,7.6573503800,298.181396484375,0.0,4.288,,1774443234000,0.55317265,,54438577745164,4.0,,,,
Fix,FLP,45.0646098000,7.6573504000,298.181396484375,0.0,6.154,,1774443234000,,,54438577745164,4.0,,,,
Status,1774443234000,32,0,1,2,,15.00,243.0,10.0,0,1,0,
Status,1774443234000,32,1,1,7,,17.10,317.0,9.0,0,1,0,
Status,1774443234000,32,2,1,8,,20.90,293.0,28.0,1,1,1,
Status,1774443234000,32,3,1,10,,30.70,149.0,43.0,1,1,1,
Status,1774443234000,32,4,1,15,,16.70,52.0,7.0,0,1,0,
Status,1774443234000,32,5,1,16,,18.00,210.0,68.0,1,1,1,
Status,1774443234000,32,6,1,18,,18.60,53.0,35.0,1,1,1,
Status,1774443234000,32,7,1,23,,23.70,88.0,51.0,1,1,1,
Status,1774443234000,32,8,1,26,,26.00,178.0,38.0,1,1,1,
Status,1774443234000,32,9,1,27,,24.30,305.0,61.0,1,1,1,
Status,1774443234000,32,10,1,20,,0.00,30.0,2.0,0,1,0,
Status,1774443234000,32,11,3,10,,16.10,262.0,58.0,0,1,0,
Status,1774443234000,32,12,3,9,,20.50,195.0,32.0,0,1,0,
Status,1774443234000,32,13,3,11,,14.70,326.0,25.0,0,1,0,
Status,1774443234000,32,14,3,20,,18.30,296.0,61.0,0,1,0,
Status,1774443234000,32,15,3,19,,23.80,43.0,43.0,1,1,1,
Status,1774443234000,32,16,3,21,,16.80,260.0,20.0,0,1,0,
Status,1774443234000,32,17,3,3,,17.30,36.0,18.0,0,1,0,
Status,1774443234000,32,18,3,5,,0.00,130.0,2.0,0,1,0,
Status,1774443234000,32,19,3,4,,0.00,87.0,21.0,0,1,0,
Status,1774443234000,32,20,5,8,,17.20,36.0,30.0,0,1,0,
Status,1774443234000,32,21,5,11,,21.00,324.0,75.0,1,1,1,
Status,1774443234000,32,22,5,12,,20.10,67.0,37.0,1,1,1,
Status,1774443234000,32,23,5,13,,18.10,47.0,37.0,1,1,1,
Status,1774443234000,32,24,5,21,,16.30,99.0,25.0,0,1,1,
Status,1774443234000,32,25,5,22,,18.60,46.0,17.0,1,1,1,
Status,1774443234000,32,26,5,23,,17.10,278.0,40.0,0,1,0,
Status,1774443234000,32,27,5,25,,14.00,213.0,33.0,0,1,0,
Status,1774443234000,32,28,5,2,,0.00,97.0,2.0,0,1,0,
Status,1774443234000,32,29,5,5,,0.00,118.0,17.0,0,1,0,
Status,1774443234000,32,30,2,123,,28.50,0.0,0.0,0,0,0,
Status,1774443234000,32,31,2,136,,30.90,0.0,0.0,0,0,0,
Fix,GPS,45.0646102600,7.6573503800,297.76397705078125,0.0,3.216,,1774443235000,0.42544094,,54439578769226,4.0,,,,
Fix,FLP,45.0646099000,7.6573504000,297.76397705078125,0.0,6.153,,1774443235000,,,54439578769226,4.0,,,,
Status,1774443235000,32,0,1,2,,17.40,243.0,10.0,0,1,0,
Status,1774443235000,32,1,1,7,,17.10,317.0,9.0,0,1,0,
Status,1774443235000,32,2,1,8,,21.30,293.0,28.0,1,1,1,
Status,1774443235000,32,3,1,10,,32.20,149.0,43.0,1,1,1,
Status,1774443235000,32,4,1,15,,16.70,52.0,7.0,0,1,0,
Status,1774443235000,32,5,1,16,,18.00,210.0,68.0,1,1,1,
Status,1774443235000,32,6,1,18,,18.20,53.0,35.0,1,1,1,
Status,1774443235000,32,7,1,23,,24.20,88.0,51.0,1,1,1,
Status,1774443235000,32,8,1,26,,28.20,178.0,38.0,1,1,1,
Status,1774443235000,32,9,1,27,,23.60,305.0,61.0,1,1,1,
Status,1774443235000,32,10,1,20,,0.00,30.0,2.0,0,1,0,
Status,1774443235000,32,11,3,10,,16.10,262.0,58.0,0,1,0,
Status,1774443235000,32,12,3,9,,23.60,195.0,32.0,0,1,0,
Status,1774443235000,32,13,3,11,,14.70,326.0,25.0,0,1,0,
Status,1774443235000,32,14,3,20,,18.30,296.0,61.0,0,1,0,
Status,1774443235000,32,15,3,19,,24.10,43.0,43.0,1,1,1,
Status,1774443235000,32,16,3,21,,16.80,260.0,20.0,0,1,0,
Status,1774443235000,32,17,3,3,,17.30,36.0,18.0,0,1,0,
Status,1774443235000,32,18,3,5,,0.00,130.0,2.0,0,1,0,
Status,1774443235000,32,19,3,4,,0.00,87.0,21.0,0,1,0,
Status,1774443235000,32,20,5,8,,17.20,36.0,30.0,0,1,0,
Status,1774443235000,32,21,5,11,,22.00,324.0,75.0,1,1,1,
Status,1774443235000,32,22,5,12,,21.60,67.0,37.0,1,1,1,
Status,1774443235000,32,23,5,13,,15.90,47.0,37.0,1,1,1,
Status,1774443235000,32,24,5,21,,16.30,99.0,25.0,0,1,1,
Status,1774443235000,32,25,5,22,,17.90,46.0,17.0,1,1,1,
Status,1774443235000,32,26,5,23,,16.30,278.0,40.0,0,1,0,
Status,1774443235000,32,27,5,25,,23.60,213.0,33.0,0,1,0,
Status,1774443235000,32,28,5,2,,0.00,97.0,2.0,0,1,0,
Status,1774443235000,32,29,5,5,,0.00,118.0,17.0,0,1,0,
Status,1774443235000,32,30,2,123,,28.90,0.0,0.0,0,0,0,
Status,1774443235000,32,31,2,136,,30.90,0.0,0.0,0,0,0,
Fix,GPS,45.0646101100,7.6573503300,297.5299072265625,0.0,3.216,,1774443236000,0.29529646,,54440582689694,6.0,,,,
Fix,FLP,45.0646100000,7.6573504000,297.5299072265625,0.0,6.152,,1774443236000,,,54440582689694,6.0,,,,
Status,1774443236000,32,0,1,2,,17.40,243.0,10.0,0,1,0,
Status,1774443236000,32,1,1,7,,17.10,317.0,9.0,0,1,0,
Status,1774443236000,32,2,1,8,,18.70,293.0,28.0,1,1,1,
Status,1774443236000,32,3,1,10,,31.20,149.0,43.0,1,1,1,
Status,1774443236000,32,4,1,15,,16.70,52.0,7.0,0,1,0,
Status,1774443236000,32,5,1,16,,16.00,210.0,68.0,1,1,1,
Status,1774443236000,32,6,1,18,,19.30,53.0,35.0,1,1,1,
Status,1774443236000,32,7,1,23,,22.70,88.0,51.0,1,1,1,
Status,1774443236000,32,8,1,26,,27.30,178.0,38.0,1,1,1,
Status,1774443236000,32,9,1,27,,23.30,305.0,61.0,1,1,1,
Status,1774443236000,32,10,1,20,,0.00,30.0,2.0,0,1,0,
Status,1774443236000,32,11,3,10,,16.10,262.0,58.0,0,1,0,
Status,1774443236000,32,12,3,9,,20.90,195.0,32.0,0,1,0,
Status,1774443236000,32,13,3,11,,14.50,326.0,25.0,0,1,0,
Status,1774443236000,32,14,3,20,,18.30,296.0,61.0,0,1,0,
Status,1774443236000,32,15,3,19,,23.60,43.0,43.0,1,1,1,
Status,1774443236000,32,16,3,21,,16.80,260.0,20.0,0,1,0,
Status,1774443236000,32,17,3,3,,17.30,36.0,18.0,0,1,0,
Status,1774443236000,32,18,3,5,,0.00,130.0,2.0,0,1,0,
Status,1774443236000,32,19,3,4,,0.00,87.0,21.0,0,1,0,
Status,1774443236000,32,20,5,8,,17.20,36.0,30.0,0,1,0,
Status,1774443236000,32,21,5,11,,20.20,324.0,75.0,1,1,1,
Status,1774443236000,32,22,5,12,,21.40,67.0,37.0,1,1,1,
Status,1774443236000,32,23,5,13,,15.90,47.0,37.0,1,1,1,
Status,1774443236000,32,24,5,21,,16.30,99.0,25.0,0,1,1,
Status,1774443236000,32,25,5,22,,17.90,46.0,17.0,1,1,1,
Status,1774443236000,32,26,5,23,,16.30,278.0,40.0,0,1,0,
Status,1774443236000,32,27,5,25,,24.30,213.0,33.0,0,1,0,
Status,1774443236000,32,28,5,2,,0.00,97.0,2.0,0,1,0,
Status,1774443236000,32,29,5,5,,0.00,118.0,17.0,0,1,0,
Status,1774443236000,32,30,2,123,,28.90,0.0,0.0,0,0,0,
Status,1774443236000,32,31,2,136,,30.90,0.0,0.0,0,0,0,
Fix,GPS,45.0646100900,7.6573503300,297.310546875,0.0,3.216,,1774443237000,0.21954498,,54441581937715,6.0,,,,
Fix,FLP,45.0646100000,7.6573503000,297.310546875,0.0,6.152,,1774443237000,,,54441581937715,6.0,,,,
Status,1774443237000,32,0,1,2,,16.20,243.0,10.0,0,1,0,
Status,1774443237000,32,1,1,7,,17.10,317.0,9.0,0,1,0,
Status,1774443237000,32,2,1,8,,17.10,293.0,28.0,1,1,1,
Status,1774443237000,32,3,1,10,,30.50,149.0,43.0,1,1,1,
Status,1774443237000,32,4,1,15,,14.30,52.0,7.0,0,1,0,
Status,1774443237000,32,5,1,16,,16.00,210.0,68.0,1,1,1,
Status,1774443237000,32,6,1,18,,18.20,53.0,35.0,1,1,1,
Status,1774443237000,32,7,1,23,,22.30,88.0,51.0,1,1,1,
Status,1774443237000,32,8,1,26,,27.80,178.0,38.0,1,1,1,
Status,1774443237000,32,9,1,27,,22.50,305.0,61.0,1,1,1,
Status,1774443237000,32,10,1,20,,0.00,30.0,2.0,0,1,0,
Status,1774443237000,32,11,3,10,,16.10,262.0,58.0,0,1,0,
Status,1774443237000,32,12,3,9,,19.80,195.0,32.0,0,1,0,
Status,1774443237000,32,13,3,11,,14.50,326.0,25.0,0,1,0,
Status,1774443237000,32,14,3,20,,18.30,296.0,61.0,0,1,0,
Status,1774443237000,32,15,3,19,,23.40,43.0,43.0,1,1,1,
Status,1774443237000,32,16,3,21,,16.80,260.0,20.0,0,1,0,
Status,1774443237000,32,17,3,3,,17.30,36.0,18.0,0,1,0,
Status,1774443237000,32,18,3,5,,0.00,130.0,2.0,0,1,0,
Status,1774443237000,32,19,3,4,,0.00,87.0,21.0,0,1,0,
Status,1774443237000,32,20,5,8,,9.60,36.0,30.0,0,1,0,
Status,1774443237000,32,21,5,11,,20.80,324.0,75.0,1,1,1,
Status,1774443237000,32,22,5,12,,20.40,67.0,37.0,1,1,1,
Status,1774443237000,32,23,5,13,,15.90,47.0,37.0,1,1,1,
Status,1774443237000,32,24,5,21,,16.30,99.0,25.0,0,1,1,
Status,1774443237000,32,25,5,22,,16.50,46.0,17.0,1,1,1,
Status,1774443237000,32,26,5,23,,17.50,278.0,40.0,0,1,0,
Status,1774443237000,32,27,5,25,,24.00,213.0,33.0,0,1,0,
Status,1774443237000,32,28,5,2,,0.00,97.0,2.0,0,1,0,
Status,1774443237000,32,29,5,5,,0.00,118.0,17.0,0,1,0,
Status,1774443237000,32,30,2,123,,28.90,0.0,0.0,0,0,0,
Status,1774443237000,32,31,2,136,,30.90,0.0,0.0,0,0,0,
Fix,GPS,45.0646100900,7.6573503200,297.21136474609375,0.0,3.216,,1774443238000,0.34,,54442582916568,6.0,,,,
Fix,FLP,45.0646100000,7.6573503000,297.21136474609375,0.0,6.152,,1774443238000,,,54442582916568,6.0,,,,
Fix,NLP,45.0651932000,7.6570244000,301.3999938964844,,34.352,,1774443238361,,,54442603922662,10.5,,,,
Status,1774443238000,32,0,1,2,,16.90,243.0,10.0,0,1,0,
Status,1774443238000,32,1,1,7,,17.10,317.0,9.0,0,1,0,
Status,1774443238000,32,2,1,8,,17.80,293.0,28.0,1,1,1,
Status,1774443238000,32,3,1,10,,31.20,149.0,43.0,1,1,1,
Status,1774443238000,32,4,1,15,,14.30,52.0,7.0,0,1,0,
Status,1774443238000,32,5,1,16,,16.00,210.0,68.0,1,1,1,
Status,1774443238000,32,6,1,18,,18.00,53.0,35.0,1,1,1,
Status,1774443238000,32,7,1,23,,22.50,88.0,51.0,1,1,1,
Status,1774443238000,32,8,1,26,,27.40,178.0,38.0,1,1,1,
Status,1774443238000,32,9,1,27,,22.50,305.0,61.0,1,1,1,
Status,1774443238000,32,10,1,20,,0.00,30.0,2.0,0,1,0,
Status,1774443238000,32,11,3,10,,12.50,262.0,58.0,0,1,0,
Status,1774443238000,32,12,3,9,,22.90,195.0,32.0,0,1,0,
Status,1774443238000,32,13,3,11,,14.50,326.0,25.0,0,1,0,
Status,1774443238000,32,14,3,20,,18.30,296.0,61.0,0,1,0,
Status,1774443238000,32,15,3,19,,22.00,43.0,43.0,1,1,1,
Status,1774443238000,32,16,3,21,,11.00,260.0,20.0,0,1,0,
Status,1774443238000,32,17,3,3,,17.30,36.0,18.0,0,1,0,
Status,1774443238000,32,18,3,5,,0.00,130.0,2.0,0,1,0,
Status,1774443238000,32,19,3,4,,0.00,87.0,21.0,0,1,0,
Status,1774443238000,32,20,5,8,,9.60,36.0,30.0,0,1,0,
Status,1774443238000,32,21,5,11,,20.70,324.0,75.0,1,1,1,
Status,1774443238000,32,22,5,12,,19.60,67.0,37.0,1,1,1,
Status,1774443238000,32,23,5,13,,15.20,47.0,37.0,1,1,1,
Status,1774443238000,32,24,5,21,,16.30,99.0,25.0,0,1,1,
Status,1774443238000,32,25,5,22,,17.70,46.0,17.0,1,1,1,
Status,1774443238000,32,26,5,23,,18.30,278.0,40.0,0,1,0,
Status,1774443238000,32,27,5,25,,24.70,213.0,33.0,0,1,0,
Status,1774443238000,32,28,5,2,,0.00,97.0,2.0,0,1,0,
