utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
1633966531435,234629915000000,18,,-1317767119520670979,0.12603187561035156,58.76169234397821,3.3960535089340746,21.650376739710474,158,27,0.0,89103,142549352013792,14,30.9,-484.0409240722656,0.049800001084804535,16,0.0,0.0,1.57542003E9,,,,0,,6,3.91,24.9,,,,,,
1633966531435,234629915000000,18,,-1317767119520670979,0.12603187561035156,58.76169234397821,3.3960535089340746,21.650376739710474,158,30,0.0,89103,142549356578024,27,24.9,63.47245788574219,0.5504999756813049,16,0.0,0.0,1.57542003E9,,,,0,,6,3.91,18.9,,,,,,
1633966532435,234630915000000,18,,-1317767119520670973,0.9209613800048828,44.956846977584064,5.472582858292476,13.265571279048054,158,14,0.0,49359,66932370231125,12,32.6,-378.44635009765625,0.23890000581741333,16,0.0,0.0,1.59806246E9,,,,0,,3,-0.34,29.6,,,,,,
1633966532435,234630915000000,18,,-1317767119520670973,0.9209613800048828,44.956846977584064,5.472582858292476,13.265571279048054,158,2,0.0,81935,142550352924588,46,20.7,503.0223083496094,0.8644999861717224,16,0.0,0.0,1.57542003E9,,,,0,,1,3.7,17.2,,,,,,
1633966532435,234630915000000,18,,-1317767119520670973,0.9209613800048828,44.956846977584064,5.472582858292476,13.265571279048054,158,5,0.0,81935,142550365595559,35,22.4,-247.94314575195312,0.793999969959259,16,0.0,0.0,1.57542003E9,,,,0,,1,3.7,18.9,,,,,,
1633966532435,234630915000000,18,,-1317767119520670973,0.9209613800048828,44.956846977584064,5.472582858292476,13.265571279048054,158,7,0.0,81935,142550362278670,31,23.4,434.4499816894531,0.7294999957084656,16,0.0,0.0,1.57542003E9,,,,0,,1,3.7,19.9,,,,,,
1633966532435,234630915000000,18,,-1317767119520670973,0.9209613800048828,44.956846977584064,5.472582858292476,13.265571279048054,158,9,0.0,81935,142550354693740,11,33.0,589.70556640625,0.04390000179409981,16,0.0,0.0,1.57542003E9,,,,0,,1,3.7,29.5,,,,,,
1633966532435,234630915000000,18,,-1317767119520670973,0.9209613800048828,44.956846977584064,5.472582858292476,13.265571279048054,158,13,0.0,81935,142550363180819,31,23.0,-456.5716247558594,0.7310000061988831,16,0.0,0.0,1.57542003E9,,,,0,,1,3.7,19.5,,,,,,
1633966532435,234630915000000,18,,-1317767119520670973,0.9209613800048828,44.956846977584064,5.472582858292476,13.265571279048054,158,14,0.0,81935,142550360489798,13,31.2,-567.9409790039062,0.3865000009536743,16,0.0,0.0,1.57542003E9,,,,0,,1,3.7,27.7,,,,,,
1633966532435,234630915000000,18,,-1317767119520670973,0.9209613800048828,44.956846977584064,5.472582858292476,13.265571279048054,158,20,0.0,81935,142550367454900,14,30.6,192.04196166992188,0.03629999980330467,16,0.0,0.0,1.57542003E9,,,,0,,1,3.7,27.1,,,,,,
1633966532435,234630915000000,18,,-1317767119520670973,0.9209613800048828,44.956846977584064,5.472582858292476,13.265571279048054,158,5,0.0,16399,142536302975723,13,31.6,13.778833389282227,5.957299709320068,16,0.0,0.0,1.56109798E9,,,,0,,5,4.41,25.6,,,,,,
1633966532435,234630915000000,18,,-1317767119520670973,0.9209613800048828,44.956846977584064,5.472582858292476,13.265571279048054,158,7,0.0,16399,142536304073253,70,17.5,-0.7393520474433899,0.92249995470047,16,0.0,0.0,1.56109798E9,,,,0,,5,4.41,11.5,,,,,,
1633966532435,234630915000000,18,,-1317767119520670973,0.9209613800048828,44.956846977584064,5.472582858292476,13.265571279048054,158,20,0.0,16399,142536358036494,10,34.0,438.66644287109375,0.04910000413656235,16,0.0,0.0,1.56109798E9,,,,0,,5,4.41,28.0,,,,,,
1633966532435,234630915000000,18,,-1317767119520670973,0.9209613800048828,44.956846977584064,5.472582858292476,13.265571279048054,158,22,0.0,16399,142536352621555,63,18.8,-559.9103393554688,1.6145000457763672,16,0.0,0.0,1.56109798E9,,,,0,,5,4.41,12.8,,,,,,
1633966532435,234630915000000,18,,-1317767119520670973,0.9209613800048828,44.956846977584064,5.472582858292476,13.265571279048054,158,7,0.0,89103,142550355619301,17,28.1,198.68275451660156,0.055799998342990875,16,0.0,0.0,1.57542003E9,,,,0,,6,3.74,22.1,,,,,,
1633966532435,234630915000000,18,,-1317767119520670973,0.9209613800048828,44.956846977584064,5.472582858292476,13.265571279048054,158,27,0.0,89103,142550352015455,19,27.9,-488.9518737792969,0.06530000269412994,16,0.0,0.0,1.57542003E9,,,,0,,6,3.74,21.9,,,,,,
1633966532435,234630915000000,18,,-1317767119520670973,0.9209613800048828,44.956846977584064,5.472582858292476,13.265571279048054,158,30,0.0,89103,142550356577822,17,28.9,57.36402893066406,0.4104999899864197,16,0.0,0.0,1.57542003E9,,,,0,,6,3.74,22.9,,,,,,
1633966533435,234631915000000,18,,-1317767119520670967,0.4045886993408203,59.769587096525356,5.472582858292476,18.148382554445984,159,14,0.0,49359,66933370232419,10,34.0,-380.73748779296875,0.2371000051498413,16,0.0,0.0,1.59806246E9,,,,0,,3,-0.33,31.0,,,,,,
1633966533435,234631915000000,18,,-1317767119520670967,0.4045886993408203,59.769587096525356,5.472582858292476,18.148382554445984,159,2,0.0,81935,142551352922939,40,21.8,502.7558898925781,0.8044999837875366,16,0.0,0.0,1.57542003E9,,,,0,,1,3.63,18.3,,,,,,
1633966533435,234631915000000,18,,-1317767119520670967,0.4045886993408203,59.769587096525356,5.472582858292476,18.148382554445984,159,5,0.0,81935,142551365596431,46,20.6,-249.91268920898438,0.8539999723434448,16,0.0,0.0,1.57542003E9,,,,0,,1,3.63,17.1,,,,,,
1633966533435,234631915000000,18,,-1317767119520670967,0.4045886993408203,59.769587096525356,5.472582858292476,18.148382554445984,159,7,0.0,81935,142551362277225,35,22.5,433.00372314453125,0.7294999957084656,16,0.0,0.0,1.57542003E9,,,,0,,1,3.63,19.0,,,,,,
1633966533435,234631915000000,18,,-1317767119520670967,0.4045886993408203,59.769587096525356,5.472582858292476,18.148382554445984,159,9,0.0,81935,142551354691759,14,30.9,587.3966674804688,0.046800002455711365,16,0.0,0.0,1.57542003E9,,,,0,,1,3.63,27.4,,,,,,
1633966533435,234631915000000,18,,-1317767119520670967,0.4045886993408203,59.769587096525356,5.472582858292476,18.148382554445984,159,13,0.0,81935,142551363182362,40,21.3,-457.4469909667969,0.8510000109672546,16,0.0,0.0,1.57542003E9,,,,0,,1,3.63,17.8,,,,,,
1633966533435,234631915000000,18,,-1317767119520670967,0.4045886993408203,59.769587096525356,5.472582858292476,18.148382554445984,159,14,0.0,81935,142551360491693,17,28.9,-570.8031616210938,0.033299997448921204,16,0.0,0.0,1.57542003E9,,,,0,,1,3.63,25.4,,,,,,
1633966533435,234631915000000,18,,-1317767119520670967,0.4045886993408203,59.769587096525356,5.472582858292476,18.148382554445984,159,20,0.0,81935,142551367454283,12,32.1,189.4420166015625,0.03440000116825104,16,0.0,0.0,1.57542003E9,,,,0,,1,3.63,28.6,,,,,,
1633966533435,234631915000000,18,,-1317767119520670967,0.4045886993408203,59.769587096525356,5.472582858292476,18.148382554445984,159,30,0.0,81935,142551367167035,73,17.8,106.13629150390625,1.8369998931884766,16,0.0,0.0,1.57542003E9,,,,0,,1,3.63,14.3,,,,,,
1633966533435,234631915000000,18,,-1317767119520670967,0.4045886993408203,59.769587096525356,5.472582858292476,18.148382554445984,159,5,0.0,16399,142537302975685,13,31.3,12.549779891967773,5.957299709320068,16,0.0,0.0,1.56109798E9,,,,0,,5,4.46,25.3,,,,,,
